session_id,prompt_id,model,token_type,is_sidechain,token_count
demo-021-7ab39286,demo-021-7ab39286:p009,claude-haiku-4-5,cache_write_5m,1,11682
demo-021-7ab39286,demo-021-7ab39286:p009,claude-sonnet-4-6,input,0,757
demo-021-7ab39286,demo-021-7ab39286:p009,claude-sonnet-4-6,output,0,4161
demo-021-7ab39286,demo-021-7ab39286:p009,claude-sonnet-4-6,cache_read,0,644642
demo-021-7ab39286,demo-021-7ab39286:p009,claude-sonnet-4-6,cache_write_5m,0,38994
demo-021-7ab39286,demo-021-7ab39286:p009,claude-sonnet-4-6,cache_write_1h,0,4216
demo-021-7ab39286,demo-021-7ab39286:p010,claude-haiku-4-5,input,0,491
demo-021-7ab39286,demo-021-7ab39286:p010,claude-haiku-4-5,output,0,5854
demo-021-7ab39286,demo-021-7ab39286:p010,claude-haiku-4-5,cache_read,0,1076737
demo-021-7ab39286,demo-021-7ab39286:p010,claude-haiku-4-5,cache_write_5m,0,27006
demo-021-7ab39286,demo-021-7ab39286:p010,claude-haiku-4-5,cache_write_1h,0,411
demo-021-7ab39286,demo-021-7ab39286:p011,claude-haiku-4-5,input,0,1315
demo-021-7ab39286,demo-021-7ab39286:p011,claude-haiku-4-5,output,0,2376
demo-021-7ab39286,demo-021-7ab39286:p011,claude-haiku-4-5,cache_read,0,580151
demo-021-7ab39286,demo-021-7ab39286:p011,claude-haiku-4-5,cache_write_5m,0,14320
demo-021-7ab39286,demo-021-7ab39286:p011,claude-haiku-4-5,cache_write_1h,0,829
demo-021-7ab39286,demo-021-7ab39286:p012,claude-sonnet-4-6,input,0,301
demo-021-7ab39286,demo-021-7ab39286:p012,claude-sonnet-4-6,output,0,1200
demo-021-7ab39286,demo-021-7ab39286:p012,claude-sonnet-4-6,cache_read,0,123893
demo-021-7ab39286,demo-021-7ab39286:p012,claude-sonnet-4-6,cache_write_5m,0,21152
demo-021-7ab39286,demo-021-7ab39286:p012,claude-sonnet-4-6,cache_write_1h,0,3444
demo-021-7ab39286,demo-021-7ab39286:p013,claude-opus-4-8,input,0,661
demo-021-7ab39286,demo-021-7ab39286:p013,claude-opus-4-8,output,0,3757
demo-021-7ab39286,demo-021-7ab39286:p013,claude-opus-4-8,cache_read,0,531042
demo-021-7ab39286,demo-021-7ab39286:p013,claude-opus-4-8,cache_write_5m,0,28531
demo-021-7ab39286,demo-021-7ab39286:p013,claude-opus-4-8,cache_write_1h,0,494
demo-021-7ab39286,demo-021-7ab39286:p014,claude-opus-4-8,input,0,626
demo-021-7ab39286,demo-021-7ab39286:p014,claude-opus-4-8,output,0,1329
demo-021-7ab39286,demo-021-7ab39286:p014,claude-opus-4-8,cache_read,0,312021
demo-021-7ab39286,demo-021-7ab39286:p014,claude-opus-4-8,cache_write_5m,0,10147
demo-021-7ab39286,demo-021-7ab39286:p014,claude-opus-4-8,cache_write_1h,0,4386
demo-021-7ab39286,demo-021-7ab39286:p015,claude-haiku-4-5,input,0,971
demo-021-7ab39286,demo-021-7ab39286:p015,claude-haiku-4-5,output,0,3122
demo-021-7ab39286,demo-021-7ab39286:p015,claude-haiku-4-5,cache_read,0,846774
demo-021-7ab39286,demo-021-7ab39286:p015,claude-haiku-4-5,cache_write_5m,0,30362
demo-021-7ab39286,demo-021-7ab39286:p015,claude-haiku-4-5,cache_write_1h,0,1638
demo-021-7ab39286,demo-021-7ab39286:p016,claude-sonnet-4-6,input,0,370
demo-021-7ab39286,demo-021-7ab39286:p016,claude-sonnet-4-6,output,0,5826
demo-021-7ab39286,demo-021-7ab39286:p016,claude-sonnet-4-6,cache_read,0,1242796
demo-021-7ab39286,demo-021-7ab39286:p016,claude-sonnet-4-6,cache_write_5m,0,43852
demo-021-7ab39286,demo-021-7ab39286:p016,claude-sonnet-4-6,cache_write_1h,0,485
demo-021-7ab39286,demo-021-7ab39286:p017,claude-haiku-4-5,input,0,1314
demo-021-7ab39286,demo-021-7ab39286:p017,claude-haiku-4-5,output,0,1967
demo-021-7ab39286,demo-021-7ab39286:p017,claude-haiku-4-5,cache_read,0,512053
demo-021-7ab39286,demo-021-7ab39286:p017,claude-haiku-4-5,cache_write_5m,0,11744
demo-021-7ab39286,demo-021-7ab39286:p017,claude-haiku-4-5,cache_write_1h,0,928
demo-021-7ab39286,demo-021-7ab39286:p018,claude-opus-4-8,input,0,1345
demo-021-7ab39286,demo-021-7ab39286:p018,claude-opus-4-8,output,0,558
demo-021-7ab39286,demo-021-7ab39286:p018,claude-opus-4-8,cache_read,0,284702
demo-021-7ab39286,demo-021-7ab39286:p018,claude-opus-4-8,cache_write_5m,0,7436
demo-021-7ab39286,demo-021-7ab39286:p018,claude-opus-4-8,cache_write_1h,0,331
demo-021-7ab39286,demo-021-7ab39286:p019,claude-haiku-4-5,input,0,505
demo-021-7ab39286,demo-021-7ab39286:p019,claude-haiku-4-5,output,0,6226
demo-021-7ab39286,demo-021-7ab39286:p019,claude-haiku-4-5,cache_read,0,1645991
demo-021-7ab39286,demo-021-7ab39286:p019,claude-haiku-4-5,cache_write_5m,0,31277
demo-021-7ab39286,demo-021-7ab39286:p019,claude-haiku-4-5,cache_write_1h,0,2309
demo-021-7ab39286,demo-021-7ab39286:p020,claude-opus-4-8,input,0,208
demo-021-7ab39286,demo-021-7ab39286:p020,claude-opus-4-8,output,0,1078
demo-021-7ab39286,demo-021-7ab39286:p020,claude-opus-4-8,cache_read,0,297393
demo-021-7ab39286,demo-021-7ab39286:p020,claude-opus-4-8,cache_write_5m,0,2837
demo-021-7ab39286,demo-021-7ab39286:p020,claude-opus-4-8,cache_write_1h,0,3557
demo-021-7ab39286,demo-021-7ab39286:p021,claude-sonnet-4-6,input,0,1101
demo-021-7ab39286,demo-021-7ab39286:p021,claude-sonnet-4-6,output,0,2023
demo-021-7ab39286,demo-021-7ab39286:p021,claude-sonnet-4-6,cache_read,0,608403
demo-021-7ab39286,demo-021-7ab39286:p021,claude-sonnet-4-6,cache_write_5m,0,21519
demo-021-7ab39286,demo-021-7ab39286:p021,claude-sonnet-4-6,cache_write_1h,0,3792
demo-022-abccfffd,demo-022-abccfffd:p001,claude-sonnet-4-6,input,0,6142
demo-022-abccfffd,demo-022-abccfffd:p001,claude-sonnet-4-6,output,0,1734
demo-022-abccfffd,demo-022-abccfffd:p001,claude-sonnet-4-6,cache_read,0,46714
demo-022-abccfffd,demo-022-abccfffd:p001,claude-sonnet-4-6,cache_write_5m,0,60248
demo-022-abccfffd,demo-022-abccfffd:p001,claude-sonnet-4-6,cache_write_1h,0,20546
demo-022-abccfffd,demo-022-abccfffd:p002,claude-opus-4-8,input,0,265
demo-022-abccfffd,demo-022-abccfffd:p002,claude-opus-4-8,output,0,3436
demo-022-abccfffd,demo-022-abccfffd:p002,claude-opus-4-8,cache_read,0,337822
demo-022-abccfffd,demo-022-abccfffd:p002,claude-opus-4-8,cache_write_5m,0,17353
demo-022-abccfffd,demo-022-abccfffd:p002,claude-opus-4-8,cache_write_1h,0,5309
demo-022-abccfffd,demo-022-abccfffd:p003,claude-haiku-4-5,input,0,387
demo-022-abccfffd,demo-022-abccfffd:p003,claude-haiku-4-5,output,0,2909
demo-022-abccfffd,demo-022-abccfffd:p003,claude-haiku-4-5,cache_read,0,511813
demo-022-abccfffd,demo-022-abccfffd:p003,claude-haiku-4-5,cache_write_5m,0,22150
demo-022-abccfffd,demo-022-abccfffd:p003,claude-haiku-4-5,cache_write_1h,0,563
demo-023-042116e8,demo-023-042116e8:p001,claude-opus-4-8,input,0,15425
demo-023-042116e8,demo-023-042116e8:p001,claude-opus-4-8,output,0,8255
demo-023-042116e8,demo-023-042116e8:p001,claude-opus-4-8,cache_read,0,1035330
demo-023-042116e8,demo-023-042116e8:p001,claude-opus-4-8,cache_write_5m,0,83764
demo-023-042116e8,demo-023-042116e8:p001,claude-opus-4-8,cache_write_1h,0,38525
demo-023-042116e8,demo-023-042116e8:p001,claude-sonnet-4-6,input,1,1116
demo-023-042116e8,demo-023-042116e8:p001,claude-sonnet-4-6,output,1,1701
demo-023-042116e8,demo-023-042116e8:p001,claude-sonnet-4-6,cache_read,1,51411
demo-023-042116e8,demo-023-042116e8:p001,claude-sonnet-4-6,cache_write_5m,1,5777
demo-023-042116e8,demo-023-042116e8:p002,claude-haiku-4-5,input,0,951
demo-023-042116e8,demo-023-042116e8:p002,claude-haiku-4-5,output,0,2873
demo-023-042116e8,demo-023-042116e8:p002,claude-haiku-4-5,cache_read,0,395469
demo-023-042116e8,demo-023-042116e8:p002,claude-haiku-4-5,cache_write_5m,0,35412
demo-023-042116e8,demo-023-042116e8:p002,claude-haiku-4-5,cache_write_1h,0,4094
demo-023-042116e8,demo-023-042116e8:p003,claude-opus-4-8,input,0,630
demo-023-042116e8,demo-023-042116e8:p003,claude-opus-4-8,output,0,3258
demo-023-042116e8,demo-023-042116e8:p003,claude-opus-4-8,cache_read,0,538936
demo-023-042116e8,demo-023-042116e8:p003,claude-opus-4-8,cache_write_5m,0,29559
demo-023-042116e8,demo-023-042116e8:p003,claude-opus-4-8,cache_write_1h,0,4651
demo-023-042116e8,demo-023-042116e8:p004,claude-fable-5,input,0,1112
demo-023-042116e8,demo-023-042116e8:p004,claude-fable-5,output,0,4663
demo-023-042116e8,demo-023-042116e8:p004,claude-fable-5,cache_read,0,788153
demo-023-042116e8,demo-023-042116e8:p004,claude-fable-5,cache_write_5m,0,16625
demo-023-042116e8,demo-023-042116e8:p004,claude-fable-5,cache_write_1h,0,1673
demo-023-042116e8,demo-023-042116e8:p005,claude-opus-4-8,input,0,967
demo-023-042116e8,demo-023-042116e8:p005,claude-opus-4-8,output,0,6017
demo-023-042116e8,demo-023-042116e8:p005,claude-opus-4-8,cache_read,0,736698
demo-023-042116e8,demo-023-042116e8:p005,claude-opus-4-8,cache_write_5m,0,24489
demo-023-042116e8,demo-023-042116e8:p005,claude-opus-4-8,cache_write_1h,0,7945
demo-024-171600f1,demo-024-171600f1:p001,claude-opus-4-8,input,0,13103
demo-024-171600f1,demo-024-171600f1:p001,claude-opus-4-8,output,0,3247
demo-024-171600f1,demo-024-171600f1:p001,claude-opus-4-8,cache_read,0,475381
demo-024-171600f1,demo-024-171600f1:p001,claude-opus-4-8,cache_write_5m,0,91804
demo-024-171600f1,demo-024-171600f1:p001,claude-opus-4-8,cache_write_1h,0,17401
demo-024-171600f1,demo-024-171600f1:p001,claude-opus-4-8,server_tool_use,0,6
demo-024-171600f1,demo-024-171600f1:p002,claude-haiku-4-5,input,0,704
demo-024-171600f1,demo-024-171600f1:p002,claude-haiku-4-5,output,0,1356
demo-024-171600f1,demo-024-171600f1:p002,claude-haiku-4-5,cache_read,0,191660
demo-024-171600f1,demo-024-171600f1:p002,claude-haiku-4-5,cache_write_5m,0,13883
demo-024-171600f1,demo-024-171600f1:p002,claude-haiku-4-5,cache_write_1h,0,5549
demo-024-171600f1,demo-024-171600f1:p003,claude-opus-4-8,input,0,722
demo-024-171600f1,demo-024-171600f1:p003,claude-opus-4-8,output,0,9611
demo-024-171600f1,demo-024-171600f1:p003,claude-opus-4-8,cache_read,0,1112103
demo-024-171600f1,demo-024-171600f1:p003,claude-opus-4-8,cache_write_5m,0,41142
demo-024-171600f1,demo-024-171600f1:p003,claude-opus-4-8,cache_write_1h,0,3636
demo-024-171600f1,demo-024-171600f1:p004,claude-haiku-4-5,input,0,1166
demo-024-171600f1,demo-024-171600f1:p004,claude-haiku-4-5,input,1,4509
demo-024-171600f1,demo-024-171600f1:p004,claude-haiku-4-5,output,0,745
demo-024-171600f1,demo-024-171600f1:p004,claude-haiku-4-5,output,1,1709
demo-024-171600f1,demo-024-171600f1:p004,claude-haiku-4-5,cache_read,0,192147
demo-024-171600f1,demo-024-171600f1:p004,claude-haiku-4-5,cache_read,1,73149
demo-024-171600f1,demo-024-171600f1:p004,claude-haiku-4-5,cache_write_5m,0,9754
demo-024-171600f1,demo-024-171600f1:p004,claude-haiku-4-5,cache_write_5m,1,20682
demo-024-171600f1,demo-024-171600f1:p004,claude-haiku-4-5,cache_write_1h,0,3846
demo-024-171600f1,demo-024-171600f1:p005,claude-haiku-4-5,input,0,631
demo-024-171600f1,demo-024-171600f1:p005,claude-haiku-4-5,output,0,1980
demo-024-171600f1,demo-024-171600f1:p005,claude-haiku-4-5,cache_read,0,461762
demo-024-171600f1,demo-024-171600f1:p005,claude-haiku-4-5,cache_write_5m,0,27918
demo-024-171600f1,demo-024-171600f1:p005,claude-haiku-4-5,cache_write_1h,0,6259
demo-024-171600f1,demo-024-171600f1:p006,claude-sonnet-4-6,input,0,406
demo-024-171600f1,demo-024-171600f1:p006,claude-sonnet-4-6,output,0,6067
demo-024-171600f1,demo-024-171600f1:p006,claude-sonnet-4-6,cache_read,0,655635
demo-024-171600f1,demo-024-171600f1:p006,claude-sonnet-4-6,cache_write_5m,0,33336
demo-024-171600f1,demo-024-171600f1:p006,claude-sonnet-4-6,cache_write_1h,0,4122
demo-024-171600f1,demo-024-171600f1:p007,claude-opus-4-8,input,0,1107
demo-024-171600f1,demo-024-171600f1:p007,claude-opus-4-8,output,0,4086
demo-024-171600f1,demo-024-171600f1:p007,claude-opus-4-8,cache_read,0,1046730
demo-024-171600f1,demo-024-171600f1:p007,claude-opus-4-8,cache_write_5m,0,26342
demo-024-171600f1,demo-024-171600f1:p007,claude-opus-4-8,cache_write_1h,0,5226
demo-024-171600f1,demo-024-171600f1:p008,claude-haiku-4-5,input,0,558
demo-024-171600f1,demo-024-171600f1:p008,claude-haiku-4-5,output,0,4408
demo-024-171600f1,demo-024-171600f1:p008,claude-haiku-4-5,cache_read,0,926023
demo-024-171600f1,demo-024-171600f1:p008,claude-haiku-4-5,cache_write_5m,0,27722
demo-024-171600f1,demo-024-171600f1:p008,claude-haiku-4-5,cache_write_1h,0,6735
demo-024-171600f1,demo-024-171600f1:p008,claude-haiku-4-5,server_tool_use,0,4
demo-024-171600f1,demo-024-171600f1:p009,claude-haiku-4-5,input,0,924
demo-024-171600f1,demo-024-171600f1:p009,claude-haiku-4-5,output,0,986
demo-024-171600f1,demo-024-171600f1:p009,claude-haiku-4-5,cache_read,0,238367
demo-024-171600f1,demo-024-171600f1:p009,claude-haiku-4-5,cache_write_5m,0,13305
demo-024-171600f1,demo-024-171600f1:p009,claude-haiku-4-5,cache_write_1h,0,5081
demo-024-171600f1,demo-024-171600f1:p010,claude-sonnet-4-6,input,0,745
demo-024-171600f1,demo-024-171600f1:p010,claude-sonnet-4-6,output,0,1743
demo-024-171600f1,demo-024-171600f1:p010,claude-sonnet-4-6,cache_read,0,358877
demo-024-171600f1,demo-024-171600f1:p010,claude-sonnet-4-6,cache_write_5m,0,26315
demo-024-171600f1,demo-024-171600f1:p010,claude-sonnet-4-6,cache_write_1h,0,4349
demo-024-171600f1,demo-024-171600f1:p011,claude-haiku-4-5,input,0,585
demo-024-171600f1,demo-024-171600f1:p011,claude-haiku-4-5,output,0,1819
demo-024-171600f1,demo-024-171600f1:p011,claude-haiku-4-5,cache_read,0,733164
demo-024-171600f1,demo-024-171600f1:p011,claude-haiku-4-5,cache_write_5m,0,32714
demo-024-171600f1,demo-024-171600f1:p011,claude-haiku-4-5,cache_write_1h,0,4361
demo-024-171600f1,demo-024-171600f1:p012,claude-haiku-4-5,input,0,531
demo-024-171600f1,demo-024-171600f1:p012,claude-haiku-4-5,output,0,557
demo-024-171600f1,demo-024-171600f1:p012,claude-haiku-4-5,cache_read,0,279694
demo-024-171600f1,demo-024-171600f1:p012,claude-haiku-4-5,cache_write_5m,0,17314
demo-024-171600f1,demo-024-171600f1:p012,claude-haiku-4-5,cache_write_1h,0,6967
demo-024-171600f1,demo-024-171600f1:p013,claude-opus-4-8,input,0,1150
demo-024-171600f1,demo-024-171600f1:p013,claude-opus-4-8,output,0,1200
demo-024-171600f1,demo-024-171600f1:p013,claude-opus-4-8,cache_read,0,322805
demo-024-171600f1,demo-024-171600f1:p013,claude-opus-4-8,cache_write_5m,0,7349
demo-024-171600f1,demo-024-171600f1:p013,claude-opus-4-8,cache_write_1h,0,6709
demo-024-171600f1,demo-024-171600f1:p014,claude-fable-5,input,0,838
demo-024-171600f1,demo-024-171600f1:p014,claude-fable-5,output,0,3295
demo-024-171600f1,demo-024-171600f1:p014,claude-fable-5,cache_read,0,659615
demo-024-171600f1,demo-024-171600f1:p014,claude-fable-5,cache_write_5m,0,25362
demo-024-171600f1,demo-024-171600f1:p014,claude-fable-5,cache_write_1h,0,8
demo-024-171600f1,demo-024-171600f1:p015,claude-sonnet-4-6,input,0,1419
demo-024-171600f1,demo-024-171600f1:p015,claude-sonnet-4-6,output,0,7794
demo-024-171600f1,demo-024-171600f1:p015,claude-sonnet-4-6,cache_read,0,1250711
demo-024-171600f1,demo-024-171600f1:p015,claude-sonnet-4-6,cache_write_5m,0,40182
demo-024-171600f1,demo-024-171600f1:p015,claude-sonnet-4-6,cache_write_1h,0,5252
demo-024-171600f1,demo-024-171600f1:p016,claude-opus-4-8,input,0,1199
demo-024-171600f1,demo-024-171600f1:p016,claude-opus-4-8,output,0,981
demo-024-171600f1,demo-024-171600f1:p016,claude-opus-4-8,cache_read,0,250508
demo-024-171600f1,demo-024-171600f1:p016,claude-opus-4-8,cache_write_5m,0,12546
demo-024-171600f1,demo-024-171600f1:p016,claude-opus-4-8,cache_write_1h,0,5664
demo-024-171600f1,demo-024-171600f1:p017,claude-haiku-4-5,input,0,415
demo-024-171600f1,demo-024-171600f1:p017,claude-haiku-4-5,output,0,3880
demo-024-171600f1,demo-024-171600f1:p017,claude-haiku-4-5,cache_read,0,802876
demo-024-171600f1,demo-024-171600f1:p017,claude-haiku-4-5,cache_write_5m,0,17537
demo-024-171600f1,demo-024-171600f1:p017,claude-haiku-4-5,cache_write_1h,0,5451
demo-024-171600f1,demo-024-171600f1:p018,claude-fable-5,input,1,3323
demo-024-171600f1,demo-024-171600f1:p018,claude-fable-5,output,1,2668
demo-024-171600f1,demo-024-171600f1:p018,claude-fable-5,cache_read,1,108151
demo-024-171600f1,demo-024-171600f1:p018,claude-fable-5,cache_write_5m,1,19102
demo-024-171600f1,demo-024-171600f1:p018,claude-sonnet-4-6,input,0,509
demo-024-171600f1,demo-024-171600f1:p018,claude-sonnet-4-6,output,0,3231
demo-024-171600f1,demo-024-171600f1:p018,claude-sonnet-4-6,cache_read,0,1145384
demo-024-171600f1,demo-024-171600f1:p018,claude-sonnet-4-6,cache_write_5m,0,22125
demo-024-171600f1,demo-024-171600f1:p018,claude-sonnet-4-6,cache_write_1h,0,6083
demo-024-171600f1,demo-024-171600f1:p019,claude-opus-4-8,input,0,1245
demo-024-171600f1,demo-024-171600f1:p019,claude-opus-4-8,output,0,7669
demo-024-171600f1,demo-024-171600f1:p019,claude-opus-4-8,cache_read,0,2172839
demo-024-171600f1,demo-024-171600f1:p019,claude-opus-4-8,cache_write_5m,0,42604
demo-024-171600f1,demo-024-171600f1:p019,claude-opus-4-8,cache_write_1h,0,442
demo-024-171600f1,demo-024-171600f1:p019,claude-opus-4-8,server_tool_use,0,2
demo-024-171600f1,demo-024-171600f1:p020,claude-haiku-4-5,input,0,983
demo-024-171600f1,demo-024-171600f1:p020,claude-haiku-4-5,output,0,2567
demo-024-171600f1,demo-024-171600f1:p020,claude-haiku-4-5,cache_read,0,669568
demo-024-171600f1,demo-024-171600f1:p020,claude-haiku-4-5,cache_write_5m,0,25684
demo-024-171600f1,demo-024-171600f1:p020,claude-haiku-4-5,cache_write_1h,0,1536
demo-024-171600f1,demo-024-171600f1:p021,claude-sonnet-4-6,input,0,488
demo-024-171600f1,demo-024-171600f1:p021,claude-sonnet-4-6,output,0,3470
demo-024-171600f1,demo-024-171600f1:p021,claude-sonnet-4-6,cache_read,0,1738987
demo-024-171600f1,demo-024-171600f1:p021,claude-sonnet-4-6,cache_write_5m,0,37037
demo-024-171600f1,demo-024-171600f1:p021,claude-sonnet-4-6,cache_write_1h,0,6235
demo-024-171600f1,demo-024-171600f1:p022,claude-haiku-4-5,input,0,1354
demo-024-171600f1,demo-024-171600f1:p022,claude-haiku-4-5,output,0,3445
demo-024-171600f1,demo-024-171600f1:p022,claude-haiku-4-5,cache_read,0,951612
demo-024-171600f1,demo-024-171600f1:p022,claude-haiku-4-5,cache_write_5m,0,13938
demo-024-171600f1,demo-024-171600f1:p022,claude-haiku-4-5,cache_write_1h,0,3120
demo-024-171600f1,demo-024-171600f1:p023,claude-opus-4-8,input,0,1022
demo-024-171600f1,demo-024-171600f1:p023,claude-opus-4-8,output,0,1483
demo-024-171600f1,demo-024-171600f1:p023,claude-opus-4-8,cache_read,0,347754
demo-024-171600f1,demo-024-171600f1:p023,claude-opus-4-8,cache_write_5m,0,21280
demo-024-171600f1,demo-024-171600f1:p023,claude-opus-4-8,cache_write_1h,0,6787
demo-024-171600f1,demo-024-171600f1:p024,claude-opus-4-8,input,0,882
demo-024-171600f1,demo-024-171600f1:p024,claude-opus-4-8,output,0,482
demo-024-171600f1,demo-024-171600f1:p024,claude-opus-4-8,cache_read,0,251621
demo-024-171600f1,demo-024-171600f1:p024,claude-opus-4-8,cache_write_5m,0,16408
demo-024-171600f1,demo-024-171600f1:p024,claude-opus-4-8,cache_write_1h,0,1739
demo-024-171600f1,demo-024-171600f1:p025,claude-opus-4-8,input,0,790
demo-024-171600f1,demo-024-171600f1:p025,claude-opus-4-8,output,0,5275
demo-024-171600f1,demo-024-171600f1:p025,claude-opus-4-8,cache_read,0,1245661
demo-024-171600f1,demo-024-171600f1:p025,claude-opus-4-8,cache_write_5m,0,19737
demo-024-171600f1,demo-024-171600f1:p025,claude-opus-4-8,cache_write_1h,0,6481
demo-024-171600f1,demo-024-171600f1:p026,claude-sonnet-4-6,input,0,1332
demo-024-171600f1,demo-024-171600f1:p026,claude-sonnet-4-6,output,0,1875
demo-024-171600f1,demo-024-171600f1:p026,claude-sonnet-4-6,cache_read,0,438344
demo-024-171600f1,demo-024-171600f1:p026,claude-sonnet-4-6,cache_write_5m,0,3586
demo-024-171600f1,demo-024-171600f1:p026,claude-sonnet-4-6,cache_write_1h,0,3467
demo-025-3ab52417,demo-025-3ab52417:p001,claude-opus-4-8,input,0,16026
demo-025-3ab52417,demo-025-3ab52417:p001,claude-opus-4-8,output,0,11958
demo-025-3ab52417,demo-025-3ab52417:p001,claude-opus-4-8,cache_read,0,846398
demo-025-3ab52417,demo-025-3ab52417:p001,claude-opus-4-8,cache_write_5m,0,85294
demo-025-3ab52417,demo-025-3ab52417:p001,claude-opus-4-8,cache_write_1h,0,22867
demo-025-3ab52417,demo-025-3ab52417:p002,claude-opus-4-8,input,0,986
demo-025-3ab52417,demo-025-3ab52417:p002,claude-opus-4-8,output,0,6541
demo-025-3ab52417,demo-025-3ab52417:p002,claude-opus-4-8,cache_read,0,746435
demo-025-3ab52417,demo-025-3ab52417:p002,claude-opus-4-8,cache_write_5m,0,43637
demo-025-3ab52417,demo-025-3ab52417:p002,claude-opus-4-8,cache_write_1h,0,478
demo-025-3ab52417,demo-025-3ab52417:p003,claude-opus-4-8,input,0,478
demo-025-3ab52417,demo-025-3ab52417:p003,claude-opus-4-8,output,0,4658
demo-025-3ab52417,demo-025-3ab52417:p003,claude-opus-4-8,cache_read,0,419783
demo-025-3ab52417,demo-025-3ab52417:p003,claude-opus-4-8,cache_write_5m,0,20825
demo-025-3ab52417,demo-025-3ab52417:p003,claude-opus-4-8,cache_write_1h,0,119
demo-025-3ab52417,demo-025-3ab52417:p004,claude-opus-4-8,input,0,662
demo-025-3ab52417,demo-025-3ab52417:p004,claude-opus-4-8,output,0,6521
demo-025-3ab52417,demo-025-3ab52417:p004,claude-opus-4-8,cache_read,0,895348
demo-025-3ab52417,demo-025-3ab52417:p004,claude-opus-4-8,cache_write_5m,0,31038
demo-025-3ab52417,demo-025-3ab52417:p004,claude-opus-4-8,cache_write_1h,0,2340
demo-025-3ab52417,demo-025-3ab52417:p005,claude-opus-4-8,input,0,1625
demo-025-3ab52417,demo-025-3ab52417:p005,claude-opus-4-8,output,0,12114
demo-025-3ab52417,demo-025-3ab52417:p005,claude-opus-4-8,cache_read,0,1474127
demo-025-3ab52417,demo-025-3ab52417:p005,claude-opus-4-8,cache_write_5m,0,32578
demo-025-3ab52417,demo-025-3ab52417:p005,claude-opus-4-8,cache_write_1h,0,5118
demo-025-3ab52417,demo-025-3ab52417:p006,claude-opus-4-8,input,0,1002
demo-025-3ab52417,demo-025-3ab52417:p006,claude-opus-4-8,output,0,1889
demo-025-3ab52417,demo-025-3ab52417:p006,claude-opus-4-8,cache_read,0,358238
demo-025-3ab52417,demo-025-3ab52417:p006,claude-opus-4-8,cache_write_5m,0,10304
demo-025-3ab52417,demo-025-3ab52417:p006,claude-opus-4-8,cache_write_1h,0,640
demo-025-3ab52417,demo-025-3ab52417:p007,claude-haiku-4-5,input,0,1095
demo-025-3ab52417,demo-025-3ab52417:p007,claude-haiku-4-5,output,0,2047
demo-025-3ab52417,demo-025-3ab52417:p007,claude-haiku-4-5,cache_read,0,522413
demo-025-3ab52417,demo-025-3ab52417:p007,claude-haiku-4-5,cache_write_5m,0,21366
demo-025-3ab52417,demo-025-3ab52417:p007,claude-haiku-4-5,cache_write_1h,0,4219
demo-025-3ab52417,demo-025-3ab52417:p008,claude-opus-4-8,input,0,919
demo-025-3ab52417,demo-025-3ab52417:p008,claude-opus-4-8,output,0,10130
demo-025-3ab52417,demo-025-3ab52417:p008,claude-opus-4-8,cache_read,0,1530981
demo-025-3ab52417,demo-025-3ab52417:p008,claude-opus-4-8,cache_write_5m,0,37001
demo-025-3ab52417,demo-025-3ab52417:p008,claude-opus-4-8,cache_write_1h,0,4258
demo-025-3ab52417,demo-025-3ab52417:p009,claude-haiku-4-5,input,0,281
demo-025-3ab52417,demo-025-3ab52417:p009,claude-haiku-4-5,output,0,5226
demo-025-3ab52417,demo-025-3ab52417:p009,claude-haiku-4-5,cache_read,0,793948
demo-025-3ab52417,demo-025-3ab52417:p009,claude-haiku-4-5,cache_write_5m,0,19288
demo-025-3ab52417,demo-025-3ab52417:p009,claude-haiku-4-5,cache_write_1h,0,2891
demo-025-3ab52417,demo-025-3ab52417:p010,claude-fable-5,input,0,633
demo-025-3ab52417,demo-025-3ab52417:p010,claude-fable-5,output,0,6066
demo-025-3ab52417,demo-025-3ab52417:p010,claude-fable-5,cache_read,0,1362899
demo-025-3ab52417,demo-025-3ab52417:p010,claude-fable-5,cache_write_5m,0,36903
demo-025-3ab52417,demo-025-3ab52417:p010,claude-fable-5,cache_write_1h,0,3744
demo-025-3ab52417,demo-025-3ab52417:p011,claude-haiku-4-5,input,0,1032
demo-025-3ab52417,demo-025-3ab52417:p011,claude-haiku-4-5,output,0,793
demo-025-3ab52417,demo-025-3ab52417:p011,claude-haiku-4-5,cache_read,0,282363
demo-025-3ab52417,demo-025-3ab52417:p011,claude-haiku-4-5,cache_write_5m,0,21553
demo-025-3ab52417,demo-025-3ab52417:p011,claude-haiku-4-5,cache_write_1h,0,7854
demo-025-3ab52417,demo-025-3ab52417:p012,claude-sonnet-4-6,input,0,1235
demo-025-3ab52417,demo-025-3ab52417:p012,claude-sonnet-4-6,output,0,478
demo-025-3ab52417,demo-025-3ab52417:p012,claude-sonnet-4-6,cache_read,0,230978
demo-025-3ab52417,demo-025-3ab52417:p012,claude-sonnet-4-6,cache_write_5m,0,6237
demo-025-3ab52417,demo-025-3ab52417:p012,claude-sonnet-4-6,cache_write_1h,0,4358
demo-025-3ab52417,demo-025-3ab52417:p013,claude-haiku-4-5,input,0,237
demo-025-3ab52417,demo-025-3ab52417:p013,claude-haiku-4-5,output,0,1534
demo-025-3ab52417,demo-025-3ab52417:p013,claude-haiku-4-5,cache_read,0,202947
